table_index,printname,c_entry,offset,eval,arity,pp_kind,precedence,rightassoc,access,sexptype,evaluates_arguments
527,standardGeneric,do_standardGeneric,0,201,-1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
528,Sys.time,do_systime,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
529,as.POSIXct,do_asPOSIXct,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
530,as.POSIXlt,do_asPOSIXlt,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
531,format.POSIXlt,do_formatPOSIXlt,0,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
532,strptime,do_strptime,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
533,Date2POSIXlt,do_D2POSIXlt,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
534,POSIXlt2Date,do_POSIXlt2D,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
535,balancePOSIXlt,do_balancePOSIXlt,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
536,unCfillPOSIXlt,do_balancePOSIXlt,1,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
537,compareNumericVersion,do_compareNumericVersion,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
538,mkCode,do_mkcode,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
539,bcClose,do_bcclose,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
540,is.builtin.internal,do_is_builtin_internal,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
541,disassemble,do_disassemble,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
542,bcVersion,do_bcversion,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
543,load.from.file,do_loadfile,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
544,save.to.file,do_savefile,0,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
545,growconst,do_growconst,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
546,putconst,do_putconst,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
547,getconst,do_getconst,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
548,enableJIT,do_enablejit,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
549,compilePKGS,do_compilepkgs,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
550,setNumMathThreads,do_setnumthreads,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
551,setMaxNumMathThreads,do_setmaxnumthreads,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
552,stdin,do_stdin,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
553,stdout,do_stdout,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
554,stderr,do_stderr,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
555,isatty,do_isatty,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
556,readLines,do_readLines,0,11,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
557,writeLines,do_writelines,0,111,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
558,readBin,do_readbin,0,11,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
559,writeBin,do_writebin,0,211,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
560,readChar,do_readchar,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
561,writeChar,do_writechar,0,211,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
562,open,do_open,0,111,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
563,isOpen,do_isopen,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
564,isIncomplete,do_isincomplete,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
565,isSeekable,do_isseekable,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
566,close,do_close,0,111,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
567,flush,do_flush,0,111,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
568,file,do_url,1,11,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
569,url,do_url,0,11,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
570,pipe,do_pipe,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
571,fifo,do_fifo,0,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
572,gzfile,do_gzfile,0,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
573,bzfile,do_gzfile,1,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
574,xzfile,do_gzfile,2,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
575,zstdfile,do_gzfile,3,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
576,unz,do_unz,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
577,seek,do_seek,0,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
578,truncate,do_truncate,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
579,pushBack,do_pushback,0,111,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
580,clearPushBack,do_clearpushback,0,111,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
581,pushBackLength,do_pushbacklength,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
582,rawConnection,do_rawconnection,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
583,rawConnectionValue,do_rawconvalue,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
584,textConnection,do_textconnection,0,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
585,textConnectionValue,do_textconvalue,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
586,socketConnection,do_sockconn,0,11,8,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
587,socketAccept,do_sockconn,1,11,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
588,sockSelect,do_sockselect,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
589,serverSocket,do_serversocket,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
590,socketTimeout,do_socktimeout,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
591,getConnection,do_getconnection,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
592,getAllConnections,do_getallconnections,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
593,summary.connection,do_sumconnection,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
594,gzcon,do_gzcon,0,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
595,memCompress,do_memCompress,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
596,memDecompress,do_memDecompress,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
597,readDCF,do_readDCF,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
598,lockEnvironment,do_lockEnv,0,111,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
599,environmentIsLocked,do_envIsLocked,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
600,lockBinding,do_lockBnd,0,111,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
601,unlockBinding,do_lockBnd,1,111,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
602,bindingIsLocked,do_bndIsLocked,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
603,makeActiveBinding,do_mkActiveBnd,0,111,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
604,bindingIsActive,do_bndIsActive,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
605,activeBindingFunction,do_activeBndFun,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
606,getBindingType,do_bindingType,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
607,delayedBindingExpression,do_delayedBindingExpr,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
608,delayedBindingEnvironment,do_delayedBindingEnv,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
609,forcedBindingExpression,do_forcedBindingExpr,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
610,dotsExist,do_dotsExist,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
611,getDotType,do_dotType,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
612,dotDelayedExpression,do_dotDelayedExpr,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
613,dotDelayedEnvironment,do_dotDelayedEnv,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
614,dotForcedExpression,do_dotForcedExpr,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
615,dotsLength,do_CDotsLength,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
616,dotsNames,do_CDotsNames,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
617,dotsElt,do_CDotsElt,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
618,mkUnbound,do_mkUnbound,0,111,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
619,isNamespaceEnv,do_isNSEnv,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
620,registerNamespace,do_regNS,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
621,unregisterNamespace,do_unregNS,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
622,getRegisteredNamespace,do_getRegNS,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
623,isRegisteredNamespace,do_getRegNS,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
624,getNamespaceRegistry,do_getNSRegistry,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
625,importIntoEnv,do_importIntoEnv,0,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
626,env.profile,do_envprofile,0,211,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
627,Encoding,do_encoding,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
628,setEncoding,do_setencoding,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
629,setTimeLimit,do_setTimeLimit,0,111,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
630,setSessionTimeLimit,do_setSessionTimeLimit,0,111,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
631,icuSetCollate,do_ICUset,0,111,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
632,icuGetCollate,do_ICUget,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
633,readRenviron,do_readEnviron,0,111,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
634,shortRowNames,do_shortRowNames,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
635,copyDFattr,do_copyDFattr,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
636,getRegisteredRoutines,do_getRegisteredRoutines,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
637,getLoadedDLLs,do_getDllTable,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
638,getSymbolInfo,do_getSymbolInfo,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
639,.isMethodsDispatchOn,do_S4on,0,1,-1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
640,lazyLoadDBfetch,do_lazyLoadDBfetch,0,1,4,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
641,lazyLoadDBflush,do_lazyLoadDBflush,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
642,getVarsFromFrame,do_getVarsFromFrame,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
643,lazyLoadDBinsertValue,do_lazyLoadDBinsertValue,0,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
644,bincode,do_bincode,0,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
645,tabulate,do_tabulate,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
646,findInterval,do_findinterval,0,11,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
647,pretty,do_pretty,0,11,8,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
648,formatC,do_formatC,0,11,7,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
649,crc64,do_crc64,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
650,bitwiseAnd,do_bitwise,1,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
651,bitwiseNot,do_bitwise,2,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
652,bitwiseOr,do_bitwise,3,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
653,bitwiseXor,do_bitwise,4,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
654,bitwiseShiftL,do_bitwise,5,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
655,bitwiseShiftR,do_bitwise,6,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
656,serialize,do_serialize,0,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
657,serializeb,do_serialize,1,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
658,unserialize,do_serialize,2,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
659,rowsum_matrix,do_rowsum,0,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
660,rowsum_df,do_rowsum,1,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
661,objsxp,do_objsxp,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
662,setS4Object,do_setS4Object,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
663,traceOnOff,do_traceOnOff,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
664,debugOnOff,do_traceOnOff,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
665,La_qr_cmplx,do_lapack,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
666,La_rs,do_lapack,1,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
667,La_rs_cmplx,do_lapack,2,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
668,La_rg,do_lapack,3,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
669,La_rg_cmplx,do_lapack,41,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
670,La_rs,do_lapack,5,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
671,La_rs_cmplx,do_lapack,51,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
672,La_dlange,do_lapack,6,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
673,La_dgecon,do_lapack,7,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
674,La_dtrcon,do_lapack,8,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
675,La_dtrcon3,do_lapack,81,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
676,La_zlange,do_lapack,61,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
677,La_zgecon,do_lapack,9,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
678,La_ztrcon,do_lapack,10,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
679,La_ztrcon3,do_lapack,13,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
680,La_solve_cmplx,do_lapack,11,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
681,La_solve,do_lapack,100,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
682,La_qr,do_lapack,101,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
683,La_chol,do_lapack,200,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
684,La_chol2inv,do_lapack,201,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
685,qr_coef_real,do_lapack,300,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
686,qr_qy_real,do_lapack,301,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
687,det_ge_real,do_lapack,302,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
688,qr_coef_cmplx,do_lapack,303,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
689,qr_qy_cmplx,do_lapack,304,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
690,La_svd,do_lapack,400,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
691,La_svd_cmplx,do_lapack,401,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
692,La_version,do_lapack,1000,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
693,La_library,do_lapack,1001,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
694,bcprofcounts,do_bcprofcounts,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
695,bcprofstart,do_bcprofstart,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
696,bcprofstop,do_bcprofstop,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
697,eSoftVersion,do_eSoftVersion,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
698,curlVersion,do_curlVersion,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
699,curlGetHeaders,do_curlGetHeaders,0,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
700,curlDownload,do_curlDownload,0,11,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
701,compilerVersion,do_compilerVersion,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
