table_index,printname,c_entry,offset,eval,arity,pp_kind,precedence,rightassoc,access,sexptype,evaluates_arguments
265,str2expression,do_str2lang,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
266,nchar,do_nchar,1,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
267,nzchar,do_nzchar,1,1,-1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
268,substr,do_substr,1,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
269,startsWith,do_startsWith,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
270,endsWith,do_startsWith,1,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
271,substr<-,do_substrgets,1,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
272,strsplit,do_strsplit,1,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
273,abbreviate,do_abbrev,1,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
274,make.names,do_makenames,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
275,pcre_config,do_pcre_config,1,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
276,grep,do_grep,0,11,8,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
277,grepl,do_grep,1,11,8,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
278,grepRaw,do_grepraw,0,11,8,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
279,sub,do_gsub,0,11,7,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
280,gsub,do_gsub,1,11,7,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
281,regexpr,do_regexpr,0,11,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
282,gregexpr,do_regexpr,1,11,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
283,regexec,do_regexec,1,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
284,agrep,do_agrep,0,11,8,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
285,agrepl,do_agrep,1,11,8,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
286,adist,do_adist,1,11,8,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
287,aregexec,do_aregexec,1,11,7,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
288,tolower,do_tolower,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
289,toupper,do_tolower,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
290,chartr,do_chartr,1,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
291,sprintf,do_sprintf,1,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
292,make.unique,do_makeunique,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
293,charToRaw,do_charToRaw,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
294,rawToChar,do_rawToChar,1,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
295,rawShift,do_rawShift,1,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
296,intToBits,do_intToBits,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
297,numToBits,do_numToBits,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
298,numToInts,do_numToInts,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
299,rawToBits,do_rawToBits,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
300,packBits,do_packBits,1,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
301,utf8ToInt,do_utf8ToInt,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
302,intToUtf8,do_intToUtf8,1,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
303,validUTF8,do_validUTF8,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
304,validEnc,do_validEnc,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
305,encodeString,do_encodeString,1,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
306,iconv,do_iconv,0,11,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
307,strtrim,do_strtrim,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
308,strtoi,do_strtoi,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
309,strrep,do_strrep,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
310,is.null,do_is,NILSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
311,is.logical,do_is,LGLSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
312,is.integer,do_is,INTSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
313,is.double,do_is,REALSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
314,is.complex,do_is,CPLXSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
315,is.character,do_is,STRSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
316,is.symbol,do_is,SYMSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
317,is.name,do_is,SYMSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
318,is.environment,do_is,ENVSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
319,is.list,do_is,VECSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
320,is.pairlist,do_is,LISTSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
321,is.expression,do_is,EXPRSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
322,is.raw,do_is,RAWSXP,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
323,is.object,do_is,50,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
324,isS4,do_is,51,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
325,is.numeric,do_is,100,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
326,is.matrix,do_is,101,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
327,is.array,do_is,102,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
328,is.atomic,do_is,200,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
329,is.recursive,do_is,201,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
330,is.call,do_is,300,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
331,is.language,do_is,301,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
332,is.function,do_is,302,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
333,is.single,do_is,999,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
334,is.na,do_isna,0,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
335,is.nan,do_isnan,0,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
336,is.finite,do_isfinite,0,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
337,is.infinite,do_isinfinite,0,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
338,is.vector,do_isvector,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
339,proc.time,do_proctime,0,1,0,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
340,gc.time,do_gctime,0,1,-1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
341,withVisible,do_withVisible,1,10,1,PP_FUNCALL,PREC_FN,0,internal,SPECIALSXP,False
342,expression,do_expression,1,0,-1,PP_FUNCALL,PREC_FN,0,primitive,SPECIALSXP,False
343,interactive,do_interactive,0,1,0,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
344,invisible,do_invisible,0,101,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
345,rep,do_rep,0,0,-1,PP_FUNCALL,PREC_FN,0,primitive,SPECIALSXP,False
346,rep.int,do_rep_int,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
347,rep_len,do_rep_len,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
348,seq.int,do_seq,0,1,-1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
349,seq_len,do_seq_len,0,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
350,seq_along,do_seq_along,0,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
351,list,do_makelist,1,1,-1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
352,xtfrm,do_xtfrm,0,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
353,enc2native,do_enc2,0,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
354,enc2utf8,do_enc2,1,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
355,emptyenv,do_emptyenv,0,1,0,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
356,baseenv,do_baseenv,0,1,0,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
357,globalenv,do_globalenv,0,1,0,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
358,environment<-,do_envirgets,0,1,2,PP_FUNCALL,PREC_LEFT,1,primitive,BUILTINSXP,True
359,pos.to.env,do_pos2env,0,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
360,.C,do_dotCode,0,1,-1,PP_FOREIGN,PREC_FN,0,primitive,BUILTINSXP,True
361,.Fortran,do_dotCode,1,1,-1,PP_FOREIGN,PREC_FN,0,primitive,BUILTINSXP,True
362,.External,do_External,0,1,-1,PP_FOREIGN,PREC_FN,0,primitive,BUILTINSXP,True
363,.External2,do_External,1,201,-1,PP_FOREIGN,PREC_FN,0,primitive,BUILTINSXP,True
364,.Call,do_dotcall,0,1,-1,PP_FOREIGN,PREC_FN,0,primitive,BUILTINSXP,True
365,.External.graphics,do_Externalgr,0,1,-1,PP_FOREIGN,PREC_FN,0,primitive,BUILTINSXP,True
366,.Call.graphics,do_dotcallgr,0,1,-1,PP_FOREIGN,PREC_FN,0,primitive,BUILTINSXP,True
367,eapply,do_eapply,0,10,4,PP_FUNCALL,PREC_FN,0,internal,SPECIALSXP,False
368,lapply,do_lapply,0,10,2,PP_FUNCALL,PREC_FN,0,internal,SPECIALSXP,False
369,vapply,do_vapply,0,10,4,PP_FUNCALL,PREC_FN,0,internal,SPECIALSXP,False
370,mapply,do_mapply,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
371,Version,do_version,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
372,machine,do_machine,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
373,commandArgs,do_commandArgs,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
374,internalsID,do_internalsID,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
375,system,do_system,0,211,7,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
376,system,do_system,0,211,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
377,shell.exec,do_shellexec,0,111,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
378,Sys.which,do_syswhich,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
379,mkjunction,do_mkjunction,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
380,tzone_name,do_tzone_name,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
381,parse,do_parse,0,11,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
382,parse_Rd,do_parseRd,0,11,7,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
383,deparseRd,do_deparseRd,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
384,parseLatex,do_parseLatex,0,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
385,save,do_save,0,111,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
386,saveToConn,do_saveToConn,0,111,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
387,load,do_load,0,111,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
388,loadFromConn2,do_loadFromConn2,0,111,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
389,loadInfoFromConn2,do_loadFromConn2,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
390,serializeToConn,do_serializeToConn,0,111,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
391,unserializeFromConn,do_unserializeFromConn,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
392,serializeInfoFromConn,do_unserializeFromConn,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
393,deparse,do_deparse,0,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
394,dput,do_dput,0,111,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
395,dump,do_dump,0,111,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
396,quit,do_quit,0,111,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
397,readline,do_readln,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
398,print.default,do_printdefault,0,111,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
399,prmatrix,do_prmatrix,0,111,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
400,gc,do_gc,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
401,gcinfo,do_gcinfo,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
402,gctorture,do_gctorture,0,111,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
403,gctorture2,do_gctorture2,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
404,memory.profile,do_memoryprofile,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
405,mem.maxVSize,do_maxVSize,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
406,mem.maxNSize,do_maxNSize,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
407,split,do_split,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
408,is.loaded,do_isloaded,0,11,-1,PP_FOREIGN,PREC_FN,0,internal,BUILTINSXP,True
409,recordGraphics,do_recordGraphics,0,211,3,PP_FOREIGN,PREC_FN,0,internal,BUILTINSXP,True
410,dyn.load,do_dynload,0,111,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
411,dyn.unload,do_dynunload,0,111,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
412,ls,do_ls,1,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
413,typeof,do_typeof,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
414,eval,do_eval,0,211,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
415,Exec,do_tailcall,0,200,-1,PP_FUNCALL,PREC_FN,0,primitive,SPECIALSXP,False
416,Tailcall,do_tailcall,1,200,-1,PP_FUNCALL,PREC_FN,0,primitive,SPECIALSXP,False
417,returnValue,do_returnValue,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
418,sys.parent,do_sys,1,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
419,sys.call,do_sys,2,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
420,sys.frame,do_sys,3,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
421,sys.nframe,do_sys,4,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
422,sys.calls,do_sys,5,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
423,sys.frames,do_sys,6,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
424,sys.on.exit,do_sys,7,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
425,sys.parents,do_sys,8,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
426,sys.function,do_sys,9,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
427,traceback,do_traceback,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
428,browserText,do_sysbrowser,1,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
429,browserCondition,do_sysbrowser,2,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
430,browserSetDebug,do_sysbrowser,3,111,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
431,parent.frame,do_parentframe,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
432,sort,do_sort,1,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
433,is.unsorted,do_isunsorted,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
434,sorted_fpass,do_sorted_fpass,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
435,psort,do_psort,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
436,qsort,do_qsort,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
437,radixsort,do_radixsort,0,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
438,order,do_order,0,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
439,rank,do_rank,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
440,scan,do_scan,0,11,19,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
441,t.default,do_transpose,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
442,aperm,do_aperm,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
443,builtins,do_builtins,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
444,args,do_args,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
445,formals,do_formals,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
446,body,do_body,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
447,bodyCode,do_bodyCode,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
448,environment,do_envir,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
449,environmentName,do_envirName,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
450,env2list,do_env2list,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
451,reg.finalizer,do_regFinaliz,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
452,options,do_options,0,211,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
453,getOption,do_getOption,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
454,sink,do_sink,0,111,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
455,sink.number,do_sinknumber,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
456,rapply,do_rapply,0,11,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
457,islistfactor,do_islistfactor,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
458,colSums,do_colsum,0,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
459,colMeans,do_colsum,1,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
460,rowSums,do_colsum,2,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
461,rowMeans,do_colsum,3,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
462,tracemem,do_tracemem,0,1,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
463,retracemem,do_retracemem,0,201,-1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
464,untracemem,do_untracemem,0,101,1,PP_FUNCALL,PREC_FN,0,primitive,BUILTINSXP,True
465,inspect,do_inspect,0,111,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
466,address,do_address,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
467,named,do_named,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
468,refcnt,do_refcnt,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
469,merge,do_merge,0,11,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
470,capabilities,do_capabilities,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
471,capabilitiesX11,do_capabilitiesX11,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
472,new.env,do_newenv,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
473,parent.env,do_parentenv,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
474,parent.env<-,do_parentenvgets,0,11,2,PP_FUNCALL,PREC_LEFT,1,internal,BUILTINSXP,True
475,topenv,do_topenv,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
476,l10n_info,do_l10n_info,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
477,Cstack_info,do_Cstack_info,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
478,mmap_file,do_mmap_file,0,11,-1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
479,munmap_file,do_munmap_file,0,111,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
480,wrap_meta,do_wrap_meta,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
481,tryWrap,do_tryWrap,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
482,altrep_class,do_altrep_class,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
483,file.show,do_fileshow,0,111,5,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
484,file.create,do_filecreate,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
485,file.remove,do_fileremove,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
486,file.rename,do_filerename,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
487,file.append,do_fileappend,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
488,file.symlink,do_filesymlink,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
489,file.link,do_filelink,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
490,file.copy,do_filecopy,0,11,6,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
491,list.files,do_listfiles,0,11,9,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
492,list.dirs,do_listdirs,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
493,file.exists,do_fileexists,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
494,file.choose,do_filechoose,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
495,file.info,do_fileinfo,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
496,file.access,do_fileaccess,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
497,dir.exists,do_direxists,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
498,dir.create,do_dircreate,0,111,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
499,tempfile,do_tempfile,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
500,tempdir,do_tempdir,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
501,R.home,do_Rhome,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
502,date,do_date,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
503,Sys.getenv,do_getenv,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
504,Sys.setenv,do_setenv,0,111,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
505,Sys.unsetenv,do_unsetenv,0,111,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
506,getwd,do_getwd,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
507,setwd,do_setwd,0,111,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
508,basename,do_basename,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
509,dirname,do_dirname,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
510,Sys.chmod,do_syschmod,0,111,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
511,Sys.umask,do_sysumask,0,211,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
512,Sys.readlink,do_readlink,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
513,Sys.info,do_sysinfo,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
514,Sys.sleep,do_syssleep,0,111,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
515,Sys.getlocale,do_getlocale,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
516,Sys.setlocale,do_setlocale,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
517,Sys.localeconv,do_localeconv,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
518,path.expand,do_pathexpand,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
519,Sys.getpid,do_sysgetpid,0,11,0,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
520,normalizePath,do_normalizepath,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
521,Sys.glob,do_glob,0,11,2,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
522,unlink,do_unlink,0,111,4,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
523,polyroot,do_polyroot,0,11,1,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
524,inherits,do_inherits,0,11,3,PP_FUNCALL,PREC_FN,0,internal,BUILTINSXP,True
525,UseMethod,do_usemethod,0,200,-1,PP_FUNCALL,PREC_FN,0,primitive,SPECIALSXP,False
526,NextMethod,do_nextmethod,0,210,-1,PP_FUNCALL,PREC_FN,0,internal,SPECIALSXP,False
